pc_idx,raw_dim_idx,loading
4,14,0.08157652277355465
4,15,0.19802020787827004
4,16,-0.09465787803659914
4,17,-0.09579942225803108
4,18,-0.10816052071578984
4,20,-0.20230515474017205
4,22,-0.19585763189728056
4,23,0.1853510918821381
4,24,-0.09006854711073792
4,29,0.13013515078144927
4,30,-0.15384162336876225
4,32,0.07342600299049343
4,33,0.23036383972168442
4,37,-0.08749685138417568
4,38,0.07279998132903896
4,40,0.07743627781081792
4,41,0.12966178078995863
4,42,0.21963832007809672
4,43,-0.08435693003372835
4,44,-0.11389923012465218
4,47,0.06068349423225029
4,48,-0.13018178362056332
4,50,-0.2194978599702549
4,51,0.14718514307574815
4,52,0.07953497856853788
4,53,0.05097511397654122
4,54,-0.05590337681628599
4,55,0.07188937224448429
4,56,0.1366283679415866
4,57,-0.08839933006662495
4,58,0.0856473116491725
4,59,0.07310184845263341
4,60,-0.10187468222925355
4,61,0.14826519596511137
4,62,0.17410058421604377
4,63,-0.20253631707102265
5,0,0.14357061052354542
5,1,-0.140322946980547
5,2,0.13323393506436504
5,4,0.32617506723796463
5,5,0.09414664790944338
5,8,0.16502049395887614
5,9,0.11665189925045022
5,10,-0.10386488680097024
5,13,0.12608393949165894
5,14,0.13223325466841093
5,17,-0.09278011765488525
5,18,-0.07364969620609783
5,19,-0.17589912882878245
5,20,-0.06728927917771646
5,22,0.12203442037716439
5,24,-0.2353833810914527
5,25,-0.07152240185140178
5,26,-0.13653847015462092
5,27,-0.2210593621682553
5,30,-0.08246138295347825
5,31,-0.11670098473801793
5,33,-0.13383283758137876
5,34,0.08514881308081958
5,35,-0.1022313139349582
5,36,-0.11051239673745115
5,38,0.0731734361776655
5,39,0.2025845491093876
5,41,0.1743556906678956
5,43,-0.12416989395704153
5,47,0.0513107248334358
5,51,-0.1788258083761621
5,52,0.11431650167184551
5,53,-0.12721576640397683
5,54,0.14591445196351055
5,55,-0.2579249095517296
5,57,-0.10679249574277691
5,58,0.12338156675974792
5,59,0.2971251552603702
5,60,0.19956313619792654
5,62,0.09941737857018176
5,63,0.22236357871935158
6,0,0.08581734863636081
6,1,-0.23060314000895554
6,2,-0.10243412743362847
6,3,0.10873746831575243
6,4,-0.06430035346553525
6,5,-0.13979619434893842
6,7,-0.07205208906112319
6,8,0.183439920927625
6,10,-0.23673513888526487
6,11,-0.05797328874323764
6,12,0.05523522369599843
6,13,0.1805435527051245
6,14,-0.10667921427447696
6,16,-0.06924513530560486
6,17,0.13621591971344396
6,18,0.166141175394332
6,19,0.07372948067576311
6,20,0.1355351602912485
6,22,-0.19716140005180768
6,23,-0.051983213751723795
6,24,0.12025366283285222
6,25,-0.10506314708267948
6,26,-0.1952108376183665
6,27,-0.1276492915247293
6,28,0.18958719463600235
6,29,0.12269338447823501
6,30,0.2125550585178145
6,31,-0.07665416746068156
6,35,0.052258451520229274
6,36,-0.05090454355048291
6,37,0.08719190011778773
6,38,-0.05891263304647336
